#,Name,Type,Title,Outlet,Semester
193,"Graff, Michelle",Journal Publication,Utility disconnection protections and the incidence of energy insecurity in the United States.,Iscience,Spring 2023
194,"Graff, Michelle",Journal Publication,Opportunities to advance research on energy insecurity,Nature Energy,Spring 2023
195,"Green, Wendy Marie",Presentation,"Understanding Power, Politics, and Organizational Culture in Order to Effectively Develop Interdisciplinary Partnerships.  ",Adult Education in Global Times (AEGT) (cancelled due to COVID19),Summer 2020
196,"Green, Wendy Marie",Chapter,How Paradigms Influence Practice in the Health Professions,"Assessment, Evaluation, and Accountability in Adult Education",Summer 2020
197,"Green, Wendy Marie",Presentation,Broadening the Goals of CE in an Urban Anchor Institution: A Conceptual Framework.,American Association for Adult and Continuing Education,Fall 2020
198,"Green, Wendy Marie",Presentation,Broadening the Goals of CE in an Urban Anchor Institution: A Conceptual Framework,American Association for Adult and Continuing Education (AAACE). ,Fall 2020
199,"Green, Wendy Marie",Presentation,"Understanding Power, Politics, and Organizational Culture in Health Professions Education Partnerships: A Conceptual Model.",American Association for Adult and Continuing Education ,Fall 2020
200,"Green, Wendy Marie",Presentation,Continuing Professional Education:  A New Model to Shift the Neo-Liberal Narrative and Amplify Human Development as a Common Good.  ,Universities Association of Lifelong Learning  (cancelled due to COVID19.),Fall 2020
201,"Green, Wendy Marie",Proceedings Publication,"Understanding Power, Politics, and Organizational Culture in Order to Effectively Develop Interdisciplinary Partnerships: A Conceptual Model.",Adult Education in Global Times (AEGT),Fall 2020
202,"Green, Wendy Marie",Presentation,"Understanding Power, Politics, and Organizational Culture in Health Professions Education Partnerships: A Conceptual Model. ",American Association for Adult and Continuing Education (AAACE),Fall 2020
203,"Green, Wendy Marie",Chapter,Developing a critical consciousness in health professions education through leadership and mentoring activities,New Directions in Adult and Continuing Education (NDACE) ,Fall 2020
204,"Green, Wendy Marie",Presentation,Using Transformative Dialogues to Promote International Student Engagement on Campuses,American College Personnel Association,Spring 2021
205,"Green, Wendy Marie",Presentation,Qualitively Archiving Mentoring Experiences of International LGBQ Students: A Pilot Stud,American Educational Research Association,Spring 2021
206,"Green, Wendy Marie",Presentation,Strengthening participation among first-generation international adult learners through campus services and programming,American Association for Adult and Continuing Education,Fall 2021
207,"Green, Wendy Marie",Proceedings Publication,Continuing and Community Education as Engaged Learning.,Adult Education in Global Times,Fall 2021
208,"Green, Wendy Marie",Presentation,Impact of COVID-19 on Learners in Clinical Placements: Investigating Psychosocial and Educational Outcomes Using Mixed Methods,American Association for Adult and Continuing Education,Fall 2021
209,"Green, Wendy Marie",Chapter,Health professions education cohort programs: A case study of pivoting from in-person to online learning in cohort-based programs.  ,New Directions for Adult and Continuing Education,Spring 2022
210,"Green, Wendy Marie",Proceedings Publication,Qualitively archiving mentoring experiences of international LGBQ students: A pilot study.,American Educational Research Association,Summer 2022
211,"Green, Wendy Marie",Journal Publication,How Campus Alienation Exacerbated International Students’ Difficulties in Accessing Campus Services Remotely During COVID-19: Notes on Policy and Programming.,American Behavioral Scientist,Fall 2022
212,"Green, Wendy Marie",Journal Publication,The Development of the Employee Resource Groups Scale (ERGS).,International Journal of Adult Education and Technology (IJAET),Fall 2022
213,"Green, Wendy Marie",Presentation,"Trainee’s anxiety with telehealth, counselor self-efficacy, self-compassion, and working alliance. ",American Psychological Association,Spring 2023
214,"Greer-Medley, Tawanda Maria",Presentation,Social Justice in Higher Education,Project 400: Confronting the Twin Pandemics: COVID-19 and Racial Injustice,Spring 2021
215,"Greer-Medley, Tawanda Maria",Presentation,Social Justice in Higher Education,Project 400: Confronting the Twin Pandemics: COVID-19 and Racial Injustice,Spring 2021
216,"Greer-Medley, Tawanda Maria",Journal Publication,The role of coping strategies in understanding the effects of racism on academic self-concept for African American college students.,Journal of Negro Education,Summer 2021
217,"Greer-Medley, Tawanda Maria",Presentation,Why race still matters: Understanding health impacts of racism and ways to address racial bias. ,Invited Colloquium,Spring 2022
218,"Greer-Medley, Tawanda Maria",Journal Publication,The effects of online and institutional racism on the mental health of African Americans,Cultural Diversity and Ethnic Minority Psychology,Spring 2023
219,"Greer-Medley, Tawanda Maria",Poster Presentation,The effects of online racism and institutional racism on mental health outcomes for African Americans,American Psychological Association Annual Convention. ,Spring 2023
220,"Greer-Medley, Tawanda Maria",Presentation,Panel Presentation/Discussion: The effects of racism on mental health for African Americans,"Fourth Annual Project 400 Conference: Our Bodies, Our Minds, Our Communities",Spring 2023
221,"Guzman, Tatyana S",Presentation,Data-driven Decision Making: Evaluating Programs,"•	INTERNATIONAL ECONOMIC DEVELOPMENT COUNCIL (IEDC) Conference",Summer 2020
222,"Guzman, Tatyana S",Presentation,Effects of Local Government Financial Conditions & Bond Ratings on Utilization of Coproduction for Service Provision,PUBLIC MANAGEMENT RESEARCH ASSOCIATION (PMRA) BIENNIAL CONFERENCE,Summer 2020
223,"Guzman, Tatyana S",Chapter,Fiscal Conditions of 13 Largest Legacy Cities,Legacies of Legacy Cities,Summer 2020
224,"Guzman, Tatyana S",Presentation,"&#8220;Is There &#8220;Hope&#8221; for High School Graduates: the Effect of Federal Income Tax Preferences on College Enrollment, Persistence, Graduation, and University Choice&#8221;",THE AMERICAN EDUCATIONAL RESEARCH ASSOCIATION (AERA) GRANTS PROGRAM FALL RESEARCH CONFERENCE,Summer 2020
225,"Guzman, Tatyana S",Presentation,Effects of Local Government Financial Conditions & Bond Ratings on Utilization of Coproduction for Service Provision,ASSOCIATION FOR BUDGETING AND FINANCIAL MANAGEMENT (ABFM) 27TH ANNUAL CONFERENCE,Summer 2020
226,"Guzman, Tatyana S",Chapter,Fiscal Conditions of Largest Legacy Cities,The Legacies of Legacy Cities: Continuity and Change amid Decline and Revival,Summer 2020
227,"Guzman, Tatyana S",Presentation,Principles of Taxation,THE HALACHIC ORIGINS OF PUBLIC FINANCE,Summer 2020
228,"Guzman, Tatyana S",Presentation,Cost-Benefit Analysis of Ohio Historic Preservation Tax Credit (OHPTC),ASSOCIATION FOR BUDGETING AND FINANCIAL MANAGEMENT (ABFM) 27TH ANNUAL CONFERENCE,Summer 2020
229,"Guzman, Tatyana S",Presentation,The Impact of Federal Financial Aid on Tuition Costs of Students Pursuing Online Education,Association for Public Policy Analysis and Management (APPAM) 36th Annual Conference,Summer 2020
230,"Guzman, Tatyana S",Presentation,Capital budgeting in Uzbekistan,WESTERN SOCIAL SCIENCE ASSOCIATION (WSSA) 59TH ANNUAL CONFERENCE,Summer 2020
231,"Guzman, Tatyana S",Journal Publication,Cost of Higher Education: For-Profit Universities and Online Learning,The Social Science Journal,Summer 2020
232,"Guzman, Tatyana S",Presentation,Effects of 311-Enabled Coproduction on Local Government Credit Ratings,Association for Budgeting and Financial Management (ABFM) 26th annual conference,Summer 2021
233,"Guzman, Tatyana S",Presentation,Effects of Local Government Financial Conditions & Bond Ratings on Utilization of Coproduction for Service Provision,PUBLIC MANAGEMENT RESEARCH ASSOCIATION (PMRA) BIENNIAL CONFERENCE,Summer 2021
234,"Guzman, Tatyana S",Presentation,"Criminal Bonds, Or the Influence of Property & Violent Crime on Local Government Bond Ratings",ASSOCIATION FOR BUDGETING AND FINANCIAL MANAGEMENT (ABFM) 29TH ANNUAL CONFERENCE,Summer 2021
235,"Guzman, Tatyana S",Journal Publication,Crime and Credit: The Empirical Study of How Crime Affects Credit Ratings in Large U.S. Cities.,TBD,Summer 2021
236,"Guzman, Tatyana S",Journal Publication,Effects of 311-Enabled Coproduction on Local Government Credit Ratings,N/a,Summer 2021
237,"Guzman, Tatyana S",Journal Publication,"Smarter City, Smarter Investment? A Study of the Relationship between 311 Systems and Credit Ratings in American Cities",TBD,Summer 2021
238,"Guzman, Tatyana S",Presentation,"Criminal Bonds, Or the Influence of Property & Violent Crime on Local Government Bond Ratings","WESTERN SOCIAL SCIENCE ASSOCIATION (WSSA) 58TH ANNUAL CONFERENCE, ",Summer 2021
239,"Guzman, Tatyana S",Journal Publication,"Tax-based Aid, College Enrollment, Persistence, and Graduation",Journal of Education Finance,Summer 2021
240,"Guzman, Tatyana S",Presentation,"Criminal Bonds, Or the Influence of Property & Violent Crime on Local Government Bond Ratings",ASSOCIATION FOR BUDGETING AND FINANCIAL MANAGEMENT (ABFM) 28TH ANNUAL CONFERENCE,Summer 2021
241,"Guzman, Tatyana S",Presentation,Local Budget Documents and Practices,WESTERN SOCIAL SCIENCE ASSOCIATION (WSSA) 65th Annual Conference,Summer 2022
242,"Guzman, Tatyana S",Presentation,The Effectiveness of State Fiscal Monitoring Systems at Identifying Municipal Stress,ASSOCIATION FOR BUDGETING AND FINANCIAL MANAGEMENT (ABFM) 34th annual  conference,Fall 2022
243,"Guzman, Tatyana S",Book,"Municipal Fiscal Stress, Bankruptcies, and Other Financial Emergencies",Routledge,Fall 2022
244,"Guzman, Tatyana S",Presentation,"Theory of Municipal Fiscal Stress, Bankruptcies, and other Financial Emergencies",ASSOCIATION FOR BUDGETING AND FINANCIAL MANAGEMENT (ABFM) 34th annual  conference,Fall 2022
245,"Hamlen Mansour, Karla Renee",Presentation,Rapid development of online course content during the COVID-19 pandemic:  Identifying positive pedagogy,EdMedia: World Conference on Educational Media and Technology,Summer 2020
246,"Hamlen Mansour, Karla Renee",Presentation,Considerations during a rapid move to remote learning in a crisis situation: A case study,Media Psychology Symposium 2020: Connecting and Disconnecting in the New Normal,Summer 2020
247,"Hamlen Mansour, Karla Renee",Proceedings Publication,Rapid development of online course content during the COVID-19 pandemic: Identifying positive pedagogy,EdMedia: World Conference on Educational Media and Technology,Summer 2020
